,Unique,X,DOI,ForeName,Middle1,Middle2,LastName,Order,PMID,Journal,CitationCount,PackGender,GenderizeRGender,GenderCon,Year,DateReceived,DatePublished,Field
493,ChristyHjorth34611365,1566,10.1038/s41596-021-00623-0,Christy,K,,Hjorth,11,34611365,Nature protocols,0,F,F,F,2021,21-Dec-20,5-Oct-21,Biology
1893,NicoleJohnson34611365,1582,10.1038/s41596-021-00623-0,Nicole,V,,Johnson,12,34611365,Nature protocols,0,F,F,F,2021,21-Dec-20,5-Oct-21,Biology
1226,JohnLudes-Meyers34611365,1570,10.1038/s41596-021-00623-0,John,,,Ludes-Meyers,13,34611365,Nature protocols,0,M,M,M,2021,21-Dec-20,5-Oct-21,Biology
205,AnnaleeNguyen34611365,1580,10.1038/s41596-021-00623-0,Annalee,W,,Nguyen,14,34611365,Nature protocols,0,F,F,F,2021,21-Dec-20,5-Oct-21,Biology
1882,NianshuangWang34611365,1573,10.1038/s41596-021-00623-0,Nianshuang,,,Wang,15,34611365,Nature protocols,0,,,M,2021,21-Dec-20,5-Oct-21,Biology
1078,JasonLavinder34611365,1572,10.1038/s41596-021-00623-0,Jason,J,,Lavinder,16,34611365,Nature protocols,0,M,M,M,2021,21-Dec-20,5-Oct-21,Biology
882,GregoryIppolito34611365,1564,10.1038/s41596-021-00623-0,Gregory,C,,Ippolito,17,34611365,Nature protocols,0,M,M,M,2021,21-Dec-20,5-Oct-21,Biology
1103,JenniferMaynard34611365,1574,10.1038/s41596-021-00623-0,Jennifer,A,,Maynard,18,34611365,Nature protocols,0,F,F,F,2021,21-Dec-20,5-Oct-21,Biology
1079,JasonMcLellan34611365,1563,10.1038/s41596-021-00623-0,Jason,S,,McLellan,19,34611365,Nature protocols,0,M,M,M,2021,21-Dec-20,5-Oct-21,Biology
1016,IlyaFinkelstein34611365,1576,10.1038/s41596-021-00623-0,Ilya,J,,Finkelstein,20,34611365,Nature protocols,0,M,M,M,2021,21-Dec-20,5-Oct-21,Biology
1744,MelissaUnger34759382,1583,10.1038/s41596-021-00624-z,Melissa,S,,Unger,1,34759382,Nature protocols,0,F,F,F,2021,2-Feb-21,10-Nov-21,Biology
1674,MartinaBlank34759382,1584,10.1038/s41596-021-00624-z,Martina,,,Blank,2,34759382,Nature protocols,0,F,F,F,2021,2-Feb-21,10-Nov-21,Biology
2702,ThomasEnzlein34759382,1586,10.1038/s41596-021-00624-z,Thomas,,,Enzlein,3,34759382,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
395,CarstenHopf34759382,1585,10.1038/s41596-021-00624-z,Carsten,,,Hopf,4,34759382,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
210,AnnaVicini34759385,1590,10.1038/s41596-021-00625-y,Anna,Chiara,,Vicini,1,34759385,Nature protocols,0,F,F,F,2021,2-Feb-21,10-Nov-21,Biology
814,GabrielePupo34759385,1587,10.1038/s41596-021-00625-y,Gabriele,,,Pupo,2,34759385,Nature protocols,0,F,M,F,2021,2-Feb-21,10-Nov-21,Biology
790,FrancescoIbba34759385,1589,10.1038/s41596-021-00625-y,Francesco,,,Ibba,3,34759385,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
2806,VéroniqueGouverneur34759385,1588,10.1038/s41596-021-00625-y,Veronique,,,Gouverneur,4,34759385,Nature protocols,0,,,F,2021,2-Feb-21,10-Nov-21,Biology
1902,NikolayMalinin34773119,1597,10.1038/s41596-021-00626-x,Nikolay,L,,Malinin,1,34773119,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
819,GaHyunLee34773119,1600,10.1038/s41596-021-00626-x,GaHyun,,,Lee,2,34773119,Nature protocols,0,,F,F,2021,2-Feb-21,10-Nov-21,Biology
500,CiceraLazzarotto34773119,1594,10.1038/s41596-021-00626-x,Cicera,R,,Lazzarotto,3,34773119,Nature protocols,0,,F,F,2021,2-Feb-21,10-Nov-21,Biology
2976,YichaoLi34773119,1602,10.1038/s41596-021-00626-x,Yichao,,,Li,4,34773119,Nature protocols,0,,M,M,2021,2-Feb-21,10-Nov-21,Biology
3078,ZongliZheng34773119,1603,10.1038/s41596-021-00626-x,Zongli,,,Zheng,5,34773119,Nature protocols,0,,M,M,2021,2-Feb-21,10-Nov-21,Biology
1880,NhuNguyen34773119,1596,10.1038/s41596-021-00626-x,Nhu,T,,Nguyen,6,34773119,Nature protocols,0,F,F,F,2021,2-Feb-21,10-Nov-21,Biology
1712,MatthewLiebers34773119,1601,10.1038/s41596-021-00626-x,Matthew,,,Liebers,7,34773119,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
2800,VedTopkar34773119,1598,10.1038/s41596-021-00626-x,Ved,V,,Topkar,8,34773119,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
35,AIafrate34773119,1591,10.1038/s41596-021-00626-x,A,John,,Iafrate,9,34773119,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
1550,LongLe34773119,1599,10.1038/s41596-021-00626-x,Long,P,,Le,10,34773119,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
1677,MartinAryee34773119,1593,10.1038/s41596-021-00626-x,Martin,J,,Aryee,11,34773119,Nature protocols,0,M,M,M,2021,2-Feb-21,10-Nov-21,Biology
1190,JJoung34773119,1595,10.1038/s41596-021-00626-x,J,Keith,,Joung,12,34773119,Nature protocols,0,,,M,2021,2-Feb-21,10-Nov-21,Biology
2533,ShengdarTsai34773119,1592,10.1038/s41596-021-00626-x,Shengdar,Q,,Tsai,13,34773119,Nature protocols,0,,,M,2021,2-Feb-21,10-Nov-21,Biology
124,AmyReichelt34741153,1608,10.1038/s41596-021-00627-w,Amy,C,,Reichelt,1,34741153,Nature protocols,0,F,F,F,2021,21-May-20,5-Nov-21,Biology
401,CeciliaKramar34741153,1610,10.1038/s41596-021-00627-w,Cecilia,P,,Kramar,2,34741153,Nature protocols,0,F,F,F,2021,21-May-20,5-Nov-21,Biology
1936,OliviaGhosh-Swaby34741153,1611,10.1038/s41596-021-00627-w,Olivia,R,,Ghosh-Swaby,3,34741153,Nature protocols,0,F,F,F,2021,21-May-20,5-Nov-21,Biology
2201,PaulSheppard34741153,1606,10.1038/s41596-021-00627-w,Paul,A,S,Sheppard,4,34741153,Nature protocols,0,M,M,M,2021,21-May-20,5-Nov-21,Biology
360,BrianneKent34741153,1607,10.1038/s41596-021-00627-w,Brianne,A,,Kent,5,34741153,Nature protocols,0,F,F,F,2021,21-May-20,5-Nov-21,Biology
2207,PedroBekinschtein34741153,1609,10.1038/s41596-021-00627-w,Pedro,,,Bekinschtein,6,34741153,Nature protocols,0,M,M,M,2021,21-May-20,5-Nov-21,Biology
1534,LisaSaksida34741153,1604,10.1038/s41596-021-00627-w,Lisa,M,,Saksida,7,34741153,Nature protocols,0,F,F,F,2021,21-May-20,5-Nov-21,Biology
2734,TimothyBussey34741153,1605,10.1038/s41596-021-00627-w,Timothy,J,,Bussey,8,34741153,Nature protocols,0,M,M,M,2021,21-May-20,5-Nov-21,Biology
3079,ZongyangDu34759384,1618,10.1038/s41596-021-00628-9,Zongyang,,,Du,1,34759384,Nature protocols,0,,M,M,2021,19-Jan-21,10-Nov-21,Biology
978,HongSu34759384,1617,10.1038/s41596-021-00628-9,Hong,,,Su,2,34759384,Nature protocols,0,F,M,M,2021,19-Jan-21,10-Nov-21,Biology
2854,WenkaiWang34759384,1614,10.1038/s41596-021-00628-9,Wenkai,,,Wang,3,34759384,Nature protocols,0,,M,M,2021,19-Jan-21,10-Nov-21,Biology
1535,LishaYe34759384,1615,10.1038/s41596-021-00628-9,Lisha,,,Ye,4,34759384,Nature protocols,0,F,F,F,2021,19-Jan-21,10-Nov-21,Biology
979,HongWei34759384,1620,10.1038/s41596-021-00628-9,Hong,,,Wei,5,34759384,Nature protocols,0,F,M,M,2021,19-Jan-21,10-Nov-21,Biology
3057,ZhenlingPeng34759384,1612,10.1038/s41596-021-00628-9,Zhenling,,,Peng,6,34759384,Nature protocols,0,,F,F,2021,19-Jan-21,10-Nov-21,Biology
1032,IvanAnishchenko34759384,1619,10.1038/s41596-021-00628-9,Ivan,,,Anishchenko,7,34759384,Nature protocols,0,M,M,M,2021,19-Jan-21,10-Nov-21,Biology
563,DavidBaker34759384,1613,10.1038/s41596-021-00628-9,David,,,Baker,8,34759384,Nature protocols,0,M,M,M,2021,19-Jan-21,10-Nov-21,Biology
1150,JianyiYang34759384,1616,10.1038/s41596-021-00628-9,Jianyi,,,Yang,9,34759384,Nature protocols,0,,M,M,2021,19-Jan-21,10-Nov-21,Biology
1506,LikaDrakhlis34759383,1623,10.1038/s41596-021-00629-8,Lika,,,Drakhlis,1,34759383,Nature protocols,0,,F,F,2021,29-Mar-21,10-Nov-21,Biology
2464,SantoshiDevadas34759383,1621,10.1038/s41596-021-00629-8,Santoshi,Biswanath,,Devadas,2,34759383,Nature protocols,0,,F,F,2021,29-Mar-21,10-Nov-21,Biology
2388,RobertZweigerdt34759383,1622,10.1038/s41596-021-00629-8,Robert,,,Zweigerdt,3,34759383,Nature protocols,0,M,M,M,2021,29-Mar-21,10-Nov-21,Biology
2416,RozemarijnKleinendorst34773120,1628,10.1038/s41596-021-00630-1,Rozemarijn,W,D,Kleinendorst,1,34773120,Nature protocols,0,,F,F,2021,18-Feb-21,12-Nov-21,Biology
892,GuidoBarzaghi34773120,1626,10.1038/s41596-021-00630-1,Guido,,,Barzaghi,2,34773120,Nature protocols,0,M,M,M,2021,18-Feb-21,12-Nov-21,Biology
1793,MikeSmith34773120,1627,10.1038/s41596-021-00630-1,Mike,L,,Smith,3,34773120,Nature protocols,0,M,M,M,2021,18-Feb-21,12-Nov-21,Biology
1288,JudithZaugg34773120,1625,10.1038/s41596-021-00630-1,Judith,B,,Zaugg,4,34773120,Nature protocols,0,F,F,F,2021,18-Feb-21,12-Nov-21,Biology
251,ArnaudKrebs34773120,1624,10.1038/s41596-021-00630-1,Arnaud,R,,Krebs,5,34773120,Nature protocols,0,M,M,M,2021,18-Feb-21,12-Nov-21,Biology
2994,YiXuan34837085,1636,10.1038/s41596-021-00631-0,Yi,,,Xuan,1,34837085,Nature protocols,0,M,F,M,2021,14-Jun-20,26-Nov-21,Biology
2622,SubhadipGhatak34837085,1635,10.1038/s41596-021-00631-0,Subhadip,,,Ghatak,2,34837085,Nature protocols,0,,M,M,2021,14-Jun-20,26-Nov-21,Biology
166,AndrewClark34837085,1630,10.1038/s41596-021-00631-0,Andrew,,,Clark,3,34837085,Nature protocols,0,M,M,M,2021,14-Jun-20,26-Nov-21,Biology
3061,ZhigangLi34837085,1632,10.1038/s41596-021-00631-0,Zhigang,,,Li,4,34837085,Nature protocols,0,,M,M,2021,14-Jun-20,26-Nov-21,Biology
2485,SavitaKhanna34837085,1629,10.1038/s41596-021-00631-0,Savita,,,Khanna,5,34837085,Nature protocols,0,F,F,F,2021,14-Jun-20,26-Nov-21,Biology
627,DongminPak34837085,1638,10.1038/s41596-021-00631-0,Dongmin,,,Pak,6,34837085,Nature protocols,0,,M,M,2021,14-Jun-20,26-Nov-21,Biology
1597,MangilalAgarwal34837085,1633,10.1038/s41596-021-00631-0,Mangilal,,,Agarwal,7,34837085,Nature protocols,0,,M,M,2021,14-Jun-20,26-Nov-21,Biology
2480,SashwatiRoy34837085,1631,10.1038/s41596-021-00631-0,Sashwati,,,Roy,8,34837085,Nature protocols,0,,,F,2021,14-Jun-20,26-Nov-21,Biology
2224,PeterDuda34837085,1637,10.1038/s41596-021-00631-0,Peter,,,Duda,9,34837085,Nature protocols,0,M,M,M,2021,14-Jun-20,26-Nov-21,Biology
409,ChandanSen34837085,1634,10.1038/s41596-021-00631-0,Chandan,K,,Sen,10,34837085,Nature protocols,0,M,M,M,2021,14-Jun-20,26-Nov-21,Biology
429,ChengyanChu34903870,1645,10.1038/s41596-021-00634-x,Chengyan,,,Chu,1,34903870,Nature protocols,0,,M,M,2021,21-Sep-20,13-Dec-21,Biology
204,AnnaJablonska34903870,1646,10.1038/s41596-021-00634-x,Anna,,,Jablonska,2,34903870,Nature protocols,0,F,F,F,2021,21-Sep-20,13-Dec-21,Biology
3013,YueGao34903870,1639,10.1038/s41596-021-00634-x,Yue,,,Gao,3,34903870,Nature protocols,0,M,F,F,2021,21-Sep-20,13-Dec-21,Biology
2907,XiaoyanLan34903870,1650,10.1038/s41596-021-00634-x,Xiaoyan,,,Lan,4,34903870,Nature protocols,0,,F,F,2021,21-Sep-20,13-Dec-21,Biology
2870,WojciechLesniak34903870,1641,10.1038/s41596-021-00634-x,Wojciech,G,,Lesniak,5,34903870,Nature protocols,0,M,M,M,2021,21-Sep-20,13-Dec-21,Biology
2948,YajieLiang34903870,1648,10.1038/s41596-021-00634-x,Yajie,,,Liang,6,34903870,Nature protocols,0,,F,F,2021,21-Sep-20,13-Dec-21,Biology
890,GuanshuLiu34903870,1640,10.1038/s41596-021-00634-x,Guanshu,,,Liu,7,34903870,Nature protocols,0,,,M,2021,21-Sep-20,13-Dec-21,Biology
2536,ShenLi34903870,1649,10.1038/s41596-021-00634-x,Shen,,,Li,8,34903870,Nature protocols,0,M,M,M,2021,21-Sep-20,13-Dec-21,Biology
2732,TimMagnus34903870,1642,10.1038/s41596-021-00634-x,Tim,,,Magnus,9,34903870,Nature protocols,0,M,M,M,2021,21-Sep-20,13-Dec-21,Biology
1824,MonicaPearl34903870,1644,10.1038/s41596-021-00634-x,Monica,,,Pearl,10,34903870,Nature protocols,0,F,F,F,2021,21-Sep-20,13-Dec-21,Biology
1813,MiroslawJanowski34903870,1647,10.1038/s41596-021-00634-x,Miroslaw,,,Janowski,11,34903870,Nature protocols,0,,M,M,2021,21-Sep-20,13-Dec-21,Biology
2256,PiotrWalczak34903870,1643,10.1038/s41596-021-00634-x,Piotr,,,Walczak,12,34903870,Nature protocols,0,M,M,M,2021,21-Sep-20,13-Dec-21,Biology
1138,JianboFu34952956,1659,10.1038/s41596-021-00636-9,Jianbo,,,Fu,1,34952956,Nature protocols,0,,M,M,2021,8-May-21,24-Dec-21,Biology
2989,YingZhang34952956,1654,10.1038/s41596-021-00636-9,Ying,,,Zhang,2,34952956,Nature protocols,0,F,F,F,2021,8-May-21,24-Dec-21,Biology
3032,YunxiaWang34952956,1662,10.1038/s41596-021-00636-9,Yunxia,,,Wang,3,34952956,Nature protocols,0,,F,F,2021,8-May-21,24-Dec-21,Biology
976,HongningZhang34952956,1652,10.1038/s41596-021-00636-9,Hongning,,,Zhang,4,34952956,Nature protocols,0,,F,F,2021,8-May-21,24-Dec-21,Biology
1182,JinLiu34952956,1661,10.1038/s41596-021-00636-9,Jin,,,Liu,5,34952956,Nature protocols,0,M,M,M,2021,8-May-21,24-Dec-21,Biology
1178,JingTang34952956,1657,10.1038/s41596-021-00636-9,Jing,,,Tang,6,34952956,Nature protocols,0,F,F,F,2021,8-May-21,24-Dec-21,Biology
2284,QingxiaYang34952956,1655,10.1038/s41596-021-00636-9,Qingxia,,,Yang,7,34952956,Nature protocols,0,,F,F,2021,8-May-21,24-Dec-21,Biology
987,HuaichengSun34952956,1660,10.1038/s41596-021-00636-9,Huaicheng,,,Sun,8,34952956,Nature protocols,0,,M,M,2021,8-May-21,24-Dec-21,Biology
2855,WenqiQiu34952956,1663,10.1038/s41596-021-00636-9,Wenqi,,,Qiu,9,34952956,Nature protocols,0,,M,M,2021,8-May-21,24-Dec-21,Biology
2983,YinghuiMa34952956,1658,10.1038/s41596-021-00636-9,Yinghui,,,Ma,10,34952956,Nature protocols,0,,F,F,2021,8-May-21,24-Dec-21,Biology
3054,ZhaorongLi34952956,1653,10.1038/s41596-021-00636-9,Zhaorong,,,Li,11,34952956,Nature protocols,0,,M,M,2021,8-May-21,24-Dec-21,Biology
1801,MingyueZheng34952956,1656,10.1038/s41596-021-00636-9,Mingyue,,,Zheng,12,34952956,Nature protocols,0,,F,F,2021,8-May-21,24-Dec-21,Biology
773,FengZhu34952956,1651,10.1038/s41596-021-00636-9,Feng,,,Zhu,13,34952956,Nature protocols,0,M,M,M,2021,8-May-21,24-Dec-21,Biology
2798,VasileiosRantos34845384,1666,10.1038/s41596-021-00640-z,Vasileios,,,Rantos,1,34845384,Nature protocols,0,,M,M,2021,20-Dec-20,29-Nov-21,Biology
1331,KaiKarius34845384,1665,10.1038/s41596-021-00640-z,Kai,,,Karius,2,34845384,Nature protocols,0,M,M,M,2021,20-Dec-20,29-Nov-21,Biology
1069,JanKosinski34845384,1664,10.1038/s41596-021-00640-z,Jan,,,Kosinski,3,34845384,Nature protocols,0,F,M,M,2021,20-Dec-20,29-Nov-21,Biology
922,HannahGrunwald34949863,1667,10.1038/s41596-021-00646-7,Hannah,A,,Grunwald,1,34949863,Nature protocols,0,F,F,F,2021,15-May-21,23-Dec-21,Biology
81,AlexanderWeitzel34949863,1669,10.1038/s41596-021-00646-7,Alexander,J,,Weitzel,2,34949863,Nature protocols,0,M,M,M,2021,15-May-21,23-Dec-21,Biology
1411,KimberlyCooper34949863,1668,10.1038/s41596-021-00646-7,Kimberly,L,,Cooper,3,34949863,Nature protocols,0,F,F,F,2021,15-May-21,23-Dec-21,Biology
1084,JaspreetPannu34873329,1685,10.1038/s41596-021-00655-6,Jaspreet,,,Pannu,1,34873329,Nature protocols,0,F,M,M,2021,16-Mar-21,6-Dec-21,Biology
1237,JonasSandbrink34873329,1682,10.1038/s41596-021-00655-6,Jonas,B,,Sandbrink,2,34873329,Nature protocols,0,M,M,M,2021,16-Mar-21,6-Dec-21,Biology
1715,MatthewWatson34873329,1683,10.1038/s41596-021-00655-6,Matthew,,,Watson,3,34873329,Nature protocols,0,M,M,M,2021,16-Mar-21,6-Dec-21,Biology
1733,MeganPalmer34873329,1684,10.1038/s41596-021-00655-6,Megan,J,,Palmer,4,34873329,Nature protocols,0,F,F,F,2021,16-Mar-21,6-Dec-21,Biology
584,DavidRelman34873329,1681,10.1038/s41596-021-00655-6,David,A,,Relman,5,34873329,Nature protocols,0,M,M,M,2021,16-Mar-21,6-Dec-21,Biology
3075,ZikouLiu34698396,1701,10.15252/embj.2019103718,Zikou,,,Liu,1,34698396,The EMBO journal,0,,M,M,2021,14-Oct-19,26-Oct-21,Biology
1461,LauraDagley34698396,1689,10.15252/embj.2019103718,Laura,F,,Dagley,2,34698396,The EMBO journal,0,F,F,F,2021,14-Oct-19,26-Oct-21,Biology
1439,KristyShield-Artin34698396,1696,10.15252/embj.2019103718,Kristy,,,Shield-Artin,3,34698396,The EMBO journal,0,F,F,F,2021,14-Oct-19,26-Oct-21,Biology
2453,SamuelYoung34698396,1700,10.15252/embj.2019103718,Samuel,N,,Young,4,34698396,The EMBO journal,0,M,M,M,2021,14-Oct-19,26-Oct-21,Biology
61,AleksandraBankovacki34698396,1699,10.15252/embj.2019103718,Aleksandra,,,Bankovacki,5,34698396,The EMBO journal,0,F,F,F,2021,14-Oct-19,26-Oct-21,Biology
2884,XiangyiWang34698396,1686,10.15252/embj.2019103718,Xiangyi,,,Wang,6,34698396,The EMBO journal,0,,F,F,2021,14-Oct-19,26-Oct-21,Biology
1783,MichelleTang34698396,1698,10.15252/embj.2019103718,Michelle,,,Tang,7,34698396,The EMBO journal,0,F,F,F,2021,14-Oct-19,26-Oct-21,Biology
1077,JasonHowitt34698396,1695,10.15252/embj.2019103718,Jason,,,Howitt,8,34698396,The EMBO journal,0,M,M,M,2021,14-Oct-19,26-Oct-21,Biology
440,CheStafford34698396,1687,10.15252/embj.2019103718,Che,A,,Stafford,9,34698396,The EMBO journal,0,M,M,M,2021,14-Oct-19,26-Oct-21,Biology
2780,UeliNachbur34698396,1692,10.15252/embj.2019103718,Ueli,,,Nachbur,10,34698396,The EMBO journal,0,,M,M,2021,14-Oct-19,26-Oct-21,Biology
437,ChereeFitzgibbon34698396,1694,10.15252/embj.2019103718,Cheree,,,Fitzgibbon,11,34698396,The EMBO journal,0,F,F,F,2021,14-Oct-19,26-Oct-21,Biology
2471,SarahGarnish34698396,1691,10.15252/embj.2019103718,Sarah,E,,Garnish,12,34698396,The EMBO journal,0,F,F,F,2021,14-Oct-19,26-Oct-21,Biology
182,AndrewWebb34698396,1690,10.15252/embj.2019103718,Andrew,I,,Webb,13,34698396,The EMBO journal,0,M,M,M,2021,14-Oct-19,26-Oct-21,Biology
579,DavidKomander34698396,1688,10.15252/embj.2019103718,David,,,Komander,14,34698396,The EMBO journal,0,M,M,M,2021,14-Oct-19,26-Oct-21,Biology
1055,JamesMurphy34698396,1697,10.15252/embj.2019103718,James,M,,Murphy,15,34698396,The EMBO journal,0,M,M,M,2021,14-Oct-19,26-Oct-21,Biology
1200,JoanneHildebrand34698396,1702,10.15252/embj.2019103718,Joanne,M,,Hildebrand,16,34698396,The EMBO journal,0,F,F,F,2021,14-Oct-19,26-Oct-21,Biology
1233,JohnSilke34698396,1693,10.15252/embj.2019103718,John,,,Silke,17,34698396,The EMBO journal,0,M,M,M,2021,14-Oct-19,26-Oct-21,Biology
1476,LaurentCappadocia34585421,1704,10.15252/embj.2019103787,Laurent,,,Cappadocia,1,34585421,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
2752,TomaszKochańczyk34585421,1703,10.15252/embj.2019103787,Tomasz,,,Kochańczyk,2,34585421,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
486,ChristopherLima34585421,1705,10.15252/embj.2019103787,Christopher,D,,Lima,3,34585421,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
287,BarbaraBen Yamin34533226,1721,10.15252/embj.2020104543,Barbara,,,Ben Yamin,1,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
2454,SanaAhmed-Seghir34533226,1717,10.15252/embj.2020104543,Sana,,,Ahmed-Seghir,2,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
1322,JunyaTomida34533226,1710,10.15252/embj.2020104543,Junya,,,Tomida,3,34533226,The EMBO journal,0,F,M,F,2021,19-Oct-19,29-Sep-21,Biology
702,EmmanuelleDespras34533226,1718,10.15252/embj.2020104543,Emmanuelle,,,Despras,4,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
393,CarolinePouvelle34533226,1720,10.15252/embj.2020104543,Caroline,,,Pouvelle,5,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
184,AndreyYurchenko34533226,1722,10.15252/embj.2020104543,Andrey,,,Yurchenko,6,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
1255,JordaneGoulas34533226,1707,10.15252/embj.2020104543,Jordane,,,Goulas,7,34533226,The EMBO journal,0,F,M,F,2021,19-Oct-19,29-Sep-21,Biology
2323,RaphaelCorre34533226,1712,10.15252/embj.2020104543,Raphael,,,Corre,8,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
2296,QuentinDelacour34533226,1708,10.15252/embj.2020104543,Quentin,,,Delacour,9,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
1860,NathalieDroin34533226,1706,10.15252/embj.2020104543,Nathalie,,,Droin,10,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
2242,PhilippeDessen34533226,1719,10.15252/embj.2020104543,Philippe,,,Dessen,11,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
611,DidierGoidin34533226,1716,10.15252/embj.2020104543,Didier,,,Goidin,12,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
2438,SabineLange34533226,1714,10.15252/embj.2020104543,Sabine,S,,Lange,13,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
2478,SaritaBhetawal34533226,1725,10.15252/embj.2020104543,Sarita,,,Bhetawal,14,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
1625,MariaMitjavila-Garcia34533226,1724,10.15252/embj.2020104543,Maria,Teresa,,Mitjavila-Garcia,15,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
858,GiuseppeBaldacci34533226,1709,10.15252/embj.2020104543,Giuseppe,,,Baldacci,16,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
2506,SergeyNikolaev34533226,1711,10.15252/embj.2020104543,Sergey,,,Nikolaev,17,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
1091,JeanCadoret34533226,1713,10.15252/embj.2020104543,Jean,Charles,,Cadoret,18,34533226,The EMBO journal,0,F,M,M,2021,19-Oct-19,29-Sep-21,Biology
2361,RichardWood34533226,1715,10.15252/embj.2020104543,Richard,D,,Wood,19,34533226,The EMBO journal,0,M,M,M,2021,19-Oct-19,29-Sep-21,Biology
1973,PatriciaKannouche34533226,1723,10.15252/embj.2020104543,Patricia,L,,Kannouche,20,34533226,The EMBO journal,0,F,F,F,2021,19-Oct-19,29-Sep-21,Biology
1869,NausicaaLicata34791698,1727,10.15252/embj.2020105026,Nausicaa,V,,Licata,1,34791698,The EMBO journal,0,,F,F,2021,17-Mar-20,18-Nov-21,Biology
2354,RiccardoCristofani34791698,1738,10.15252/embj.2020105026,Riccardo,,,Cristofani,2,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
2446,SallySalomonsson34791698,1726,10.15252/embj.2020105026,Sally,,,Salomonsson,3,34791698,The EMBO journal,0,F,F,F,2021,17-Mar-20,18-Nov-21,Biology
1359,KatherineWilson34791698,1742,10.15252/embj.2020105026,Katherine,M,,Wilson,4,34791698,The EMBO journal,0,F,F,F,2021,17-Mar-20,18-Nov-21,Biology
1498,LiamKempthorne34791698,1735,10.15252/embj.2020105026,Liam,,,Kempthorne,5,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
600,DenizVaizoglu34791698,1729,10.15252/embj.2020105026,Deniz,,,Vaizoglu,6,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
2819,VitoD'Agostino34791698,1734,10.15252/embj.2020105026,Vito,G,,D'Agostino,7,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
538,DanielePollini34791698,1739,10.15252/embj.2020105026,Daniele,,,Pollini,8,34791698,The EMBO journal,0,F,M,F,2021,17-Mar-20,18-Nov-21,Biology
2410,RosaLoffredo34791698,1740,10.15252/embj.2020105026,Rosa,,,Loffredo,9,34791698,The EMBO journal,0,F,F,F,2021,17-Mar-20,18-Nov-21,Biology
1772,MichaelPancher34791698,1728,10.15252/embj.2020105026,Michael,,,Pancher,10,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
2790,ValentinaAdami34791698,1743,10.15252/embj.2020105026,Valentina,,,Adami,11,34791698,The EMBO journal,0,F,F,F,2021,17-Mar-20,18-Nov-21,Biology
1961,PaolaBellosta34791698,1736,10.15252/embj.2020105026,Paola,,,Bellosta,12,34791698,The EMBO journal,0,F,F,F,2021,17-Mar-20,18-Nov-21,Biology
232,AntoniaRatti34791698,1737,10.15252/embj.2020105026,Antonia,,,Ratti,13,34791698,The EMBO journal,0,F,F,F,2021,17-Mar-20,18-Nov-21,Biology
817,GabriellaViero34791698,1731,10.15252/embj.2020105026,Gabriella,,,Viero,14,34791698,The EMBO journal,0,F,F,F,2021,17-Mar-20,18-Nov-21,Biology
66,AlessandroQuattrone34791698,1732,10.15252/embj.2020105026,Alessandro,,,Quattrone,15,34791698,The EMBO journal,0,M,M,M,2021,17-Mar-20,18-Nov-21,Biology
